Longitude..x.,Latitude..y.,Year,Month,Province,Mean.Temp...C.
-113.54,54.82,1994,6,AB,13.8
-113.54,54.82,1994,7,AB,16.8
-113.54,54.82,1994,8,AB,15.6
-113.54,54.82,1994,9,AB,12.3
-113.54,54.82,1994,10,AB,4.6
-113.54,54.82,1994,11,AB,-6.4
-113.54,54.82,1994,12,AB,-14.4
-113.54,54.82,1995,1,AB,-13.1
-113.54,54.82,1995,2,AB,-11.1
-113.54,54.82,1995,3,AB,-4.9
-113.54,54.82,1995,4,AB,2.5
-113.54,54.82,1995,5,AB,11.2
-113.54,54.82,1995,6,AB,15.1
-113.54,54.82,1995,7,AB,15.3
-113.54,54.82,1995,8,AB,12.5
-113.54,54.82,1995,9,AB,11.6
-113.54,54.82,1995,10,AB,3.7
-113.54,54.82,1995,11,AB,-9.6
-113.54,54.82,1995,12,AB,-16.9
-113.54,54.82,1996,1,AB,-21.4
-113.54,54.82,1996,2,AB,-10.2
-113.54,54.82,1996,3,AB,-9.4
-113.54,54.82,1996,4,AB,3.1
-113.54,54.82,1996,5,AB,6.4
-113.54,54.82,1996,6,AB,12.9
-113.54,54.82,1996,7,AB,15.2
-113.54,54.82,1996,8,AB,15.3
-113.54,54.82,1996,9,AB,8
-113.54,54.82,1996,10,AB,2.2
-113.54,54.82,1996,11,AB,-12.3
-113.54,54.82,1996,12,AB,-19.2
-113.54,54.82,1997,1,AB,-19.1
-113.54,54.82,1997,2,AB,-6.8
-113.54,54.82,1997,3,AB,-7.9
-113.54,54.82,1997,4,AB,0.3
-113.54,54.82,1997,5,AB,9.5
-113.54,54.82,1997,6,AB,13.8
-113.54,54.82,1997,7,AB,16.1
-113.54,54.82,1997,8,AB,14.8
-113.54,54.82,1997,9,AB,10.8
-113.54,54.82,1997,10,AB,1.9
-113.54,54.82,1997,11,AB,-3.8
-113.54,54.82,1997,12,AB,-4.6
-113.54,54.82,1998,1,AB,-18.9
-113.54,54.82,1998,2,AB,-5.7
-113.54,54.82,1998,3,AB,-4.9
-113.54,54.82,1998,4,AB,6.2
-113.54,54.82,1998,5,AB,13
-113.54,54.82,1998,6,AB,14.2
-113.54,54.82,1998,7,AB,16.7
-113.54,54.82,1998,8,AB,16.8
-113.54,54.82,1998,9,AB,10.1
-113.54,54.82,1998,10,AB,4.5
-113.54,54.82,1998,11,AB,-6.9
-113.54,54.82,1998,12,AB,-14.4
-113.54,54.82,1999,1,AB,-16.4
-113.54,54.82,1999,2,AB,-10.9
-113.54,54.82,1999,3,AB,-3.7
-113.54,54.82,1999,4,AB,5.3
-113.54,54.82,1999,5,AB,9.2
-113.54,54.82,1999,6,AB,13.8
-113.54,54.82,1999,7,AB,15.2
-113.54,54.82,1999,8,AB,17.6
-113.54,54.82,1999,9,AB,10.2
-113.54,54.82,1999,10,AB,5.3
-113.54,54.82,1999,11,AB,-3.7
-113.54,54.82,1999,12,AB,-5.5
-113.54,54.82,2000,1,AB,-15.5
-113.54,54.82,2000,2,AB,-8.6
-113.54,54.82,2000,3,AB,-2.6
-113.54,54.82,2000,4,AB,4.3
-113.54,54.82,2000,5,AB,8.4
-113.54,54.82,2000,6,AB,13.4
-113.54,54.82,2000,7,AB,16.9
-113.54,54.82,2000,8,AB,15.3
-113.54,54.82,2000,9,AB,9.3
-113.54,54.82,2000,10,AB,3.9
-113.54,54.82,2000,11,AB,-3.7
-113.54,54.82,2000,12,AB,-15.8
-113.54,54.82,2001,1,AB,-5
-113.54,54.82,2001,2,AB,-13.8
-113.54,54.82,2001,3,AB,-2
-113.54,54.82,2001,4,AB,4.4
-113.54,54.82,2001,5,AB,11.7
-113.54,54.82,2001,6,AB,13.5
-113.54,54.82,2001,7,AB,17
-113.54,54.82,2001,8,AB,16.7
-113.54,54.82,2001,9,AB,11.5
-113.54,54.82,2001,10,AB,2.5
-113.54,54.82,2001,11,AB,-3
-113.54,54.82,2001,12,AB,-13
-113.54,54.82,2002,1,AB,-13.4
-113.54,54.82,2002,2,AB,-6.7
-113.54,54.82,2002,3,AB,-12.5
-113.54,54.82,2002,4,AB,-2.5
-113.54,54.82,2002,5,AB,8.3
-113.54,54.82,2002,6,AB,16.2
-113.54,54.82,2002,7,AB,17.1
-113.54,54.82,2002,8,AB,15.2
-113.54,54.82,2002,9,AB,9.2
-113.54,54.82,2002,10,AB,0.5
-113.54,54.82,2002,11,AB,-2.9
-113.54,54.82,2002,12,AB,-9.3
-113.54,54.82,2003,1,AB,-13.6
-113.54,54.82,2003,2,AB,-10.8
-113.54,54.82,2003,3,AB,-9.1
-113.54,54.82,2003,4,AB,3.7
-113.54,54.82,2003,5,AB,9.3
-113.54,54.82,2003,6,AB,14.8
-113.54,54.82,2003,7,AB,17.3
-113.54,54.82,2003,8,AB,16.3
-113.54,54.82,2003,9,AB,10.2
-113.54,54.82,2003,10,AB,5.6
-113.54,54.82,2003,11,AB,-8.5
-113.54,54.82,2003,12,AB,-11.2
-113.54,54.82,2004,1,AB,-17.2
-113.54,54.82,2004,2,AB,-8.5
-113.54,54.82,2004,3,AB,-2.4
-113.54,54.82,2004,4,AB,4.4
-113.54,54.82,2004,5,AB,7.5
-113.54,54.82,2004,6,AB,14.1
-113.54,54.82,2004,7,AB,17.6
-113.54,54.82,2004,8,AB,14.4
-113.54,54.82,2004,9,AB,8.3
-113.54,54.82,2004,10,AB,1.3
-113.54,54.82,2004,11,AB,-1.3
-113.54,54.82,2004,12,AB,-11.2
-113.54,54.82,2005,1,AB,-12.8
-113.54,54.82,2005,2,AB,-7.3
-113.54,54.82,2005,3,AB,-1.7
-113.54,54.82,2005,4,AB,6.4
-113.54,54.82,2005,5,AB,10.2
-113.54,54.82,2005,6,AB,13.8
-113.54,54.82,2005,7,AB,16
-113.54,54.82,2005,8,AB,13.5
-113.54,54.82,2005,9,AB,9.5
-113.54,54.82,2005,10,AB,4.2
-113.54,54.82,2005,11,AB,1.4
-113.54,54.82,2005,12,AB,-8.6
-113.54,54.82,2006,1,AB,-8.1
-113.54,54.82,2006,2,AB,-13.4
-113.54,54.82,2006,3,AB,-6.7
-113.54,54.82,2006,4,AB,6.3
-113.54,54.82,2006,5,AB,11.2
-113.54,54.82,2006,7,AB,18.5
-113.54,54.82,2006,8,AB,15.7
-113.54,54.82,2006,9,AB,11.3
-113.54,54.82,2006,10,AB,1.2
-113.54,54.82,2006,11,AB,-12
-113.54,54.82,2006,12,AB,-7.8
-121.51,53.07,1987,1,BC,-5.3
-121.51,53.07,1987,2,BC,-3.2
-121.51,53.07,1987,3,BC,-0.7
-121.51,53.07,1987,4,BC,3
-121.51,53.07,1987,5,BC,6.4
-121.51,53.07,1987,6,BC,11.5
-121.51,53.07,1987,7,BC,12.4
-121.51,53.07,1987,8,BC,10.2
-121.51,53.07,1987,9,BC,10.1
-121.51,53.07,1987,10,BC,4
-121.51,53.07,1987,11,BC,-1.2
-121.51,53.07,1987,12,BC,-6.2
-121.51,53.07,1988,1,BC,-9.8
-121.51,53.07,1988,2,BC,-5.6
-121.51,53.07,1988,3,BC,-2.5
-121.51,53.07,1988,4,BC,1.9
-121.51,53.07,1988,5,BC,6
-121.51,53.07,1988,6,BC,9.6
-121.51,53.07,1988,7,BC,11
-121.51,53.07,1988,8,BC,11.2
-121.51,53.07,1988,9,BC,8.8
-121.51,53.07,1988,10,BC,4.9
-121.51,53.07,1988,11,BC,-3.6
-121.51,53.07,1988,12,BC,-7
-121.51,53.07,1989,1,BC,-8.6
-121.51,53.07,1989,2,BC,-11.9
-121.51,53.07,1989,3,BC,-4.8
-121.51,53.07,1989,4,BC,2
-121.51,53.07,1989,5,BC,6.2
-121.51,53.07,1989,6,BC,10.1
-121.51,53.07,1989,7,BC,11.7
-121.51,53.07,1989,8,BC,12.1
-121.51,53.07,1989,9,BC,9.1
-121.51,53.07,1989,10,BC,3.3
-121.51,53.07,1989,11,BC,-3.1
-121.51,53.07,1989,12,BC,-4.3
-121.51,53.07,1990,1,BC,-6.9
-121.51,53.07,1990,2,BC,-8.4
-121.51,53.07,1990,3,BC,-2.4
-121.51,53.07,1990,4,BC,2
-121.51,53.07,1990,5,BC,5.6
-121.51,53.07,1990,6,BC,9.3
-121.51,53.07,1990,7,BC,13.3
-121.51,53.07,1990,8,BC,13.8
-121.51,53.07,1990,9,BC,10.5
-121.51,53.07,1990,10,BC,0.3
-121.51,53.07,1990,11,BC,-5.4
-121.51,53.07,1990,12,BC,-11.8
-121.51,53.07,1991,1,BC,-12.1
-121.51,53.07,1991,2,BC,-1.2
-121.51,53.07,1991,3,BC,-5.8
-121.51,53.07,1991,4,BC,2.5
-121.51,53.07,1991,5,BC,6.7
-121.51,53.07,1991,6,BC,9.3
-121.51,53.07,1991,7,BC,11.7
-121.51,53.07,1991,8,BC,13.1
-121.51,53.07,1991,9,BC,9.2
-121.51,53.07,1991,10,BC,-0.3
-121.51,53.07,1991,11,BC,-2.7
-121.51,53.07,1991,12,BC,-3.8
-121.51,53.07,1992,1,BC,-3.7
-121.51,53.07,1992,2,BC,-2.3
-121.51,53.07,1992,3,BC,1.4
-121.51,53.07,1992,4,BC,2
-121.51,53.07,1992,5,BC,6.5
-121.51,53.07,1992,6,BC,13.3
-121.51,53.07,1992,7,BC,13.2
-121.51,53.07,1992,8,BC,12.1
-121.51,53.07,1992,9,BC,5.4
-121.51,53.07,1992,10,BC,2.5
-121.51,53.07,1992,11,BC,-3.4
-121.51,53.07,1992,12,BC,-11.4
-121.51,53.07,1993,1,BC,-13.4
-121.51,53.07,1993,2,BC,-6.6
-121.51,53.07,1993,3,BC,-2.8
-121.51,53.07,1993,4,BC,1.9
-121.51,53.07,1993,5,BC,9.8
-121.51,53.07,1993,6,BC,9.6
-121.51,53.07,1993,7,BC,10.4
-121.51,53.07,1993,8,BC,11.7
-121.51,53.07,1993,9,BC,8.7
-121.51,53.07,1993,10,BC,4.6
-121.51,53.07,1993,11,BC,-4.7
-121.51,53.07,1993,12,BC,-4.9
-121.51,53.07,1994,1,BC,-4.1
-121.51,53.07,1994,2,BC,-10.7
-121.51,53.07,1994,3,BC,-0.9
-121.51,53.07,1994,4,BC,3.1
-121.51,53.07,1994,5,BC,6.6
-121.51,53.07,1994,6,BC,10.1
-121.51,53.07,1994,7,BC,13.6
-121.51,53.07,1994,8,BC,12.9
-121.51,53.07,1994,9,BC,9.5
-121.51,53.07,1994,10,BC,2.4
-121.51,53.07,1994,11,BC,-6
-121.51,53.07,1994,12,BC,-7.7
-121.51,53.07,1995,1,BC,-7.1
-121.51,53.07,1995,2,BC,-6
-121.51,53.07,1995,3,BC,-2.7
-121.51,53.07,1995,4,BC,1.1
-121.51,53.07,1995,5,BC,6.9
-121.51,53.07,1995,6,BC,10.4
-121.51,53.07,1995,7,BC,11.6
-121.51,53.07,1995,8,BC,9.4
-121.51,53.07,1995,9,BC,11.1
-121.51,53.07,1995,10,BC,1.6
-121.51,53.07,1995,11,BC,-2.9
-121.51,53.07,1995,12,BC,-8.4
-121.51,53.07,1996,1,BC,-13.9
-121.51,53.07,1996,5,BC,5.1
-121.51,53.07,1996,6,BC,8.4
-121.51,53.07,1996,7,BC,12.2
-121.51,53.07,1996,8,BC,12.2
-121.51,53.07,1996,9,BC,6.4
-121.51,53.07,1996,10,BC,0.5
-121.51,53.07,1996,11,BC,-7.8
-121.51,53.07,1996,12,BC,-13.7
-121.51,53.07,1997,1,BC,-8.9
-121.51,53.07,1997,2,BC,-4.1
-121.51,53.07,1997,3,BC,-4.6
-121.51,53.07,1997,4,BC,0.3
-121.51,53.07,1997,5,BC,6.4
-121.51,53.07,1997,6,BC,9.6
-121.51,53.07,1997,7,BC,12
-121.51,53.07,1997,8,BC,12.4
-121.51,53.07,1997,9,BC,9.2
-121.51,53.07,1997,10,BC,0.8
-121.51,53.07,1997,11,BC,-2.6
-121.51,53.07,1997,12,BC,-4.3
-121.51,53.07,1998,1,BC,-9.5
-121.51,53.07,1998,2,BC,-2.7
-121.51,53.07,1998,3,BC,-2
-121.51,53.07,1998,4,BC,1.9
-121.51,53.07,1998,5,BC,10.2
-121.51,53.07,1998,6,BC,10.3
-121.51,53.07,1998,7,BC,14.3
-121.51,53.07,1998,8,BC,12.7
-121.51,53.07,1998,9,BC,8.8
-121.51,53.07,1998,10,BC,3
-121.51,53.07,1998,11,BC,-2.6
-121.51,53.07,1998,12,BC,-8
-121.51,53.07,1999,1,BC,-6.6
-121.51,53.07,1999,2,BC,-5.3
-121.51,53.07,1999,3,BC,-2.8
-121.51,53.07,1999,4,BC,1
-121.51,53.07,1999,5,BC,3.6
-121.51,53.07,1999,6,BC,8.7
-121.51,53.07,1999,7,BC,11.1
-121.51,53.07,1999,8,BC,12.4
-121.51,53.07,1999,9,BC,7.4
-121.51,53.07,1999,10,BC,2.7
-121.51,53.07,1999,11,BC,-2.1
-121.51,53.07,1999,12,BC,-4.2
-121.51,53.07,2000,1,BC,-9.4
-121.51,53.07,2000,2,BC,-6.4
-121.51,53.07,2000,3,BC,-2.8
-121.51,53.07,2000,4,BC,1
-121.51,53.07,2000,5,BC,4.8
-121.51,53.07,2000,6,BC,9.2
-121.51,53.07,2000,7,BC,12.4
-121.51,53.07,2000,8,BC,10.5
-121.51,53.07,2000,9,BC,7.4
-121.51,53.07,2000,10,BC,2.5
-121.51,53.07,2000,11,BC,-3.7
-121.51,53.07,2000,12,BC,-8.8
-121.51,53.07,2001,1,BC,-4.5
-121.51,53.07,2001,2,BC,-9.1
-121.51,53.07,2001,3,BC,-3
-121.51,53.07,2001,4,BC,0.3
-121.51,53.07,2001,5,BC,4.9
-121.51,53.07,2001,6,BC,8.1
-121.51,53.07,2001,7,BC,12.1
-121.51,53.07,2001,8,BC,12.7
-121.51,53.07,2001,9,BC,8.8
-121.51,53.07,2001,10,BC,0.7
-121.51,53.07,2001,11,BC,-1.8
-121.51,53.07,2001,12,BC,-8.7
-121.51,53.07,2002,1,BC,-7
-121.51,53.07,2002,2,BC,-6.3
-121.51,53.07,2002,3,BC,-9.2
-121.51,53.07,2002,4,BC,-0.7
-121.51,53.07,2002,5,BC,3.8
-121.51,53.07,2002,6,BC,10.9
-121.51,53.07,2002,7,BC,12.2
-121.51,53.07,2002,8,BC,11.4
-121.51,53.07,2002,9,BC,6.5
-121.51,53.07,2002,10,BC,2.4
-121.51,53.07,2002,11,BC,-0.6
-121.51,53.07,2002,12,BC,-5.6
-121.51,53.07,2003,1,BC,-4.3
-121.51,53.07,2003,2,BC,-4.9
-121.51,53.07,2003,3,BC,-4.2
-121.51,53.07,2003,4,BC,2.1
-121.51,53.07,2003,5,BC,4.9
-121.51,53.07,2003,6,BC,10.6
-121.51,53.07,2003,7,BC,13
-121.51,53.07,2003,8,BC,12.2
-121.51,53.07,2003,9,BC,7.3
-121.51,53.07,2003,10,BC,3.5
-121.51,53.07,2003,11,BC,-6.7
-121.51,53.07,2003,12,BC,-6.5
-121.51,53.07,2004,1,BC,-9.9
-121.51,53.07,2004,2,BC,-4.1
-121.51,53.07,2004,3,BC,-2
-121.51,53.07,2004,4,BC,3.2
-121.51,53.07,2004,5,BC,5.7
-121.51,53.07,2004,6,BC,11.9
-121.51,53.07,2004,7,BC,13.5
-121.51,53.07,2004,8,BC,12.9
-121.51,53.07,2004,9,BC,6.4
-121.51,53.07,2004,10,BC,2.2
-121.51,53.07,2004,11,BC,-3
-121.51,53.07,2005,1,BC,-10
-121.51,53.07,2005,2,BC,-4.3
-121.51,53.07,2005,3,BC,-1.3
-121.51,53.07,2005,4,BC,2
-121.51,53.07,2005,5,BC,8.6
-121.51,53.07,2005,6,BC,10
-121.51,53.07,2005,7,BC,10.9
-121.51,53.07,2005,8,BC,12
-121.51,53.07,2005,9,BC,6.4
-121.51,53.07,2005,10,BC,2.9
-121.51,53.07,2005,11,BC,-3.5
-121.51,53.07,2005,12,BC,-6.2
-121.51,53.07,2006,1,BC,-4.5
-121.51,53.07,2006,2,BC,-7.9
-121.51,53.07,2006,3,BC,-4.5
-121.51,53.07,2006,4,BC,2.1
-121.51,53.07,2006,5,BC,6.9
-121.51,53.07,2006,6,BC,11.2
-121.51,53.07,2006,7,BC,13.8
-121.51,53.07,2006,8,BC,11.2
-121.51,53.07,2006,9,BC,10
-121.51,53.07,2006,10,BC,2
-121.51,53.07,2006,11,BC,-6.6
-121.51,53.07,2006,12,BC,-5.5
-97.02,52.36,1987,1,MB,-15.1
-97.02,52.36,1987,2,MB,-9.4
-97.02,52.36,1987,3,MB,-6.9
-97.02,52.36,1987,4,MB,5.7
-97.02,52.36,1987,5,MB,11.2
-97.02,52.36,1987,6,MB,16.1
-97.02,52.36,1987,7,MB,17.2
-97.02,52.36,1987,8,MB,14.8
-97.02,52.36,1987,9,MB,12.3
-97.02,52.36,1987,10,MB,3
-97.02,52.36,1987,11,MB,-2.9
-97.02,52.36,1987,12,MB,-10.2
-97.02,52.36,1988,1,MB,-21.4
-97.02,52.36,1988,2,MB,-19.5
-97.02,52.36,1988,3,MB,-10.2
-97.02,52.36,1988,4,MB,1.2
-97.02,52.36,1988,5,MB,10.7
-97.02,52.36,1988,6,MB,18.3
-97.02,52.36,1988,7,MB,19.1
-97.02,52.36,1988,8,MB,17.7
-97.02,52.36,1988,9,MB,10.6
-97.02,52.36,1988,10,MB,2.7
-97.02,52.36,1988,11,MB,-5.2
-97.02,52.36,1988,12,MB,-15.9
-97.02,52.36,1989,1,MB,-18.6
-97.02,52.36,1989,2,MB,-19.7
-97.02,52.36,1989,3,MB,-13.8
-97.02,52.36,1989,4,MB,-1.3
-97.02,52.36,1989,5,MB,9.8
-97.02,52.36,1989,6,MB,13.8
-97.02,52.36,1989,7,MB,19.8
-97.02,52.36,1989,8,MB,17.7
-97.02,52.36,1989,9,MB,10.7
-97.02,52.36,1989,10,MB,4.1
-97.02,52.36,1989,11,MB,-10.8
-97.02,52.36,1989,12,MB,-21.9
-97.02,52.36,1990,1,MB,-16.8
-97.02,52.36,1990,2,MB,-19.2
-97.02,52.36,1990,3,MB,-6.8
-97.02,52.36,1990,5,MB,7.5
-97.02,52.36,1990,6,MB,14.6
-97.02,52.36,1990,7,MB,17.9
-97.02,52.36,1990,8,MB,17.4
-97.02,52.36,1990,9,MB,10.3
-97.02,52.36,1990,10,MB,2.9
-97.02,52.36,1990,11,MB,-5.4
-97.02,52.36,1990,12,MB,-20.1
-97.02,52.36,1991,1,MB,-22.8
-97.02,52.36,1991,2,MB,-14.7
-97.02,52.36,1991,3,MB,-8.1
-97.02,52.36,1991,4,MB,3.9
-97.02,52.36,1991,5,MB,10.7
-97.02,52.36,1991,6,MB,16.9
-97.02,52.36,1991,7,MB,17.9
-97.02,52.36,1991,8,MB,18.3
-97.02,52.36,1991,9,MB,10.1
-97.02,52.36,1991,10,MB,0.1
-97.02,52.36,1991,11,MB,-11
-97.02,52.36,1991,12,MB,-14.6
-97.02,52.36,1992,1,MB,-15.4
-97.02,52.36,1992,2,MB,-14.6
-97.02,52.36,1992,3,MB,-8.8
-97.02,52.36,1992,4,MB,-0.1
-97.02,52.36,1992,5,MB,8.3
-97.02,52.36,1992,6,MB,11.8
-97.02,52.36,1992,7,MB,14.8
-97.02,52.36,1992,8,MB,15.1
-97.02,52.36,1992,9,MB,9.6
-97.02,52.36,1992,10,MB,3.2
-97.02,52.36,1992,11,MB,-4.8
-97.02,52.36,1992,12,MB,-17.9
-97.02,52.36,1993,1,MB,-18.5
-97.02,52.36,1993,2,MB,-17.5
-97.02,52.36,1993,3,MB,-6.5
-97.02,52.36,1993,4,MB,2
-97.02,52.36,1993,5,MB,8.1
-97.02,52.36,1993,6,MB,13.6
-97.02,52.36,1993,7,MB,16.6
-97.02,52.36,1993,8,MB,16.4
-97.02,52.36,1993,9,MB,7.8
-97.02,52.36,1993,10,MB,0.7
-97.02,52.36,1993,11,MB,-8.3
-97.02,52.36,1993,12,MB,-15.5
-97.02,52.36,1994,1,MB,-26.7
-97.02,52.36,1994,2,MB,-21.9
-97.02,52.36,1994,3,MB,-6.5
-97.02,52.36,1994,4,MB,-0.6
-97.02,52.36,1994,5,MB,7.7
-97.02,52.36,1994,6,MB,15.2
-97.02,52.36,1994,7,MB,17.1
-97.02,52.36,1994,8,MB,14.9
-97.02,52.36,1994,9,MB,12.6
-97.02,52.36,1994,10,MB,6.2
-97.02,52.36,1994,11,MB,-2.2
-97.02,52.36,1994,12,MB,-12.1
-97.02,52.36,1995,1,MB,-17.6
-97.02,52.36,1995,2,MB,-20.5
-97.02,52.36,1996,1,MB,-24.8
-97.02,52.36,1996,2,MB,-16.7
-97.02,52.36,1996,3,MB,-14.7
-97.02,52.36,1996,4,MB,-2.7
-97.02,52.36,1996,5,MB,6
-97.02,52.36,1996,6,MB,15.3
-97.02,52.36,1996,7,MB,17.6
-97.02,52.36,1996,8,MB,18.2
-97.02,52.36,1996,9,MB,12.1
-97.02,52.36,1996,10,MB,3.1
-97.02,52.36,1996,11,MB,-11.5
-97.02,52.36,1996,12,MB,-19.3
-97.02,52.36,1997,1,MB,-21.6
-97.02,52.36,1997,2,MB,-17.8
-97.02,52.36,1997,3,MB,-12.7
-97.02,52.36,1997,4,MB,-2.7
-97.02,52.36,1997,5,MB,5.5
-97.02,52.36,1997,6,MB,15.2
-97.02,52.36,1997,7,MB,18.4
-97.02,52.36,1997,8,MB,16.6
-97.02,52.36,1997,9,MB,12
-97.02,52.36,1997,10,MB,2.2
-97.02,52.36,1997,11,MB,-7.4
-97.02,52.36,1997,12,MB,-8.4
-97.02,52.36,1998,1,MB,-17.2
-97.02,52.36,1998,2,MB,-5.1
-97.02,52.36,1998,3,MB,-8.5
-97.02,52.36,1998,4,MB,4.7
-97.02,52.36,1998,5,MB,8.6
-97.02,52.36,1998,6,MB,14.3
-97.02,52.36,1998,7,MB,17.9
-97.02,52.36,1998,8,MB,18.6
-97.02,52.36,1998,9,MB,11.6
-97.02,52.36,1998,10,MB,5
-97.02,52.36,1998,11,MB,-4.4
-97.02,52.36,1998,12,MB,-14.9
-97.02,52.36,1999,1,MB,-19.1
-97.02,52.36,1999,2,MB,-10.2
-97.02,52.36,1999,3,MB,-4.9
-97.02,52.36,1999,4,MB,5.2
-97.02,52.36,1999,5,MB,10.2
-97.02,52.36,1999,6,MB,14.6
-97.02,52.36,1999,7,MB,17.9
-97.02,52.36,1999,8,MB,16.1
-97.02,52.36,1999,9,MB,10
-97.02,52.36,1999,10,MB,2.6
-97.02,52.36,1999,11,MB,-1.2
-97.02,52.36,1999,12,MB,-11.8
-97.02,52.36,2000,1,MB,-20.1
-97.02,52.36,2000,2,MB,-12.3
-97.02,52.36,2000,8,MB,16
-97.02,52.36,2000,9,MB,9.6
-97.02,52.36,2000,10,MB,5.6
-97.02,52.36,2000,11,MB,-6.5
-97.02,52.36,2000,12,MB,-22.1
-97.02,52.36,2001,1,MB,-13
-97.02,52.36,2001,2,MB,-19.9
-97.02,52.36,2001,3,MB,-7.5
-97.02,52.36,2001,4,MB,2.2
-97.02,52.36,2001,5,MB,9.7
-97.02,52.36,2001,6,MB,13.4
-97.02,52.36,2001,7,MB,18.5
-97.02,52.36,2001,8,MB,18.1
-97.02,52.36,2001,9,MB,11.8
-97.02,52.36,2001,10,MB,3.4
-97.02,52.36,2001,11,MB,-1.3
-97.02,52.36,2001,12,MB,-11.5
-97.02,52.36,2002,1,MB,-17.9
-97.02,52.36,2002,2,MB,-13.3
-97.02,52.36,2002,3,MB,-15.5
-97.02,52.36,2002,4,MB,-2.9
-97.02,52.36,2002,5,MB,5.4
-97.02,52.36,2002,6,MB,15.6
-97.02,52.36,2002,7,MB,19.3
-97.02,52.36,2002,8,MB,16.4
-97.02,52.36,2002,9,MB,11.2
-97.02,52.36,2002,10,MB,-0.8
-97.02,52.36,2002,11,MB,-7.5
-97.02,52.36,2002,12,MB,-10.7
-97.02,52.36,2003,1,MB,-17.9
-97.02,52.36,2003,2,MB,-22.8
-97.02,52.36,2003,3,MB,-11.3
